111/171  64.9%
>>Agent[01] Agent[01]さん、わたしが占い師です！　あなたは人狼なのですか！？	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は人狼じゃない<よ>。]
>>Agent[01] Agent[01]さん、わたしが占い師です！　あなたは狂人なのですか！？	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は狂人じゃない<よ>。]
>>Agent[01] Agent[01]さん、僕が占い師です！　きみが人狼なんですか！？	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は人狼じゃない<よ>。]
>>Agent[01] Agent[01]さん、僕が占い師です！　きみは人狼なんですか！？	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は人狼じゃない<よ>。]
>>Agent[01] Agent[01]さん、僕が占い師です！　きみは狂人なんですか！？	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は狂人じゃない<よ>。]
>>Agent[01] Agent[01]はどうして私を占ったんだい？	[]	[>>Agent[99] Agent[99]<さん>、それは昨日からちょっと様子がおかしいと思ったから……。]
>>Agent[01] Agent[01]はなぜ私を占ったんだ？他にも怪しい人はたくさんいるだろう。	[]	[>>Agent[99] Agent[99]<さん>、それは昨日からちょっと様子がおかしいと思ったから……。]
>>Agent[01] Agent[01]は人間だよ？ボクを信じてないの？	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[]
>>Agent[01] Agent[01]は誰に投票しますん？	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] Agent[01]を狂人だと思うの？んーどうだろう。	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[]
>>Agent[01] あなたは誰が怪しいと思うんだ?	[]	[>>Agent[99] Agent[99]<さん>、<僕>は#<さん>が怪しいと思う<よ>。]
>>Agent[01] あなたは誰が村人だと思うんだ?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] あなたは誰に投票するんだ?	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] あなた様は誰が怪しいと思いますの?	[]	[>>Agent[99] Agent[99]<さん>、<僕>は#<さん>が怪しいと思う<よ>。]
>>Agent[01] あなた様は誰に投票いたしますか?	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] あんたは誰が怪しいと思うんだい?	[]	[>>Agent[99] Agent[99]<さん>、<僕>は#<さん>が怪しいと思う<よ>。]
>>Agent[01] あんたは誰が村人だと思うんだい?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] あんたは誰に投票するんだ?	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] お前は誰が怪しいと思いますかい?	[]	[>>Agent[99] Agent[99]<さん>、<僕>は#<さん>が怪しいと思う<よ>。]
>>Agent[01] お前は誰が村人だと思いますかい?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] お前は誰に投票しますかい?	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] どうしてAgent[01]が怪しいのかしら?	[]	[&]
>>Agent[01] どうしてAgent[01]が怪しいのかな?	[]	[&]
>>Agent[01] どうしてAgent[01]が怪しいのかねえ?	[]	[&]
>>Agent[01] どうしてAgent[01]が怪しいのさ?	[]	[&]
>>Agent[01] どうしてAgent[01]が怪しいのだ?	[]	[&]
>>Agent[01] どうしてあたいが怪しいのかねえ?	[]	[&]
>>Agent[01] どうしてわたくしが怪しいのかしら?	[]	[&]
>>Agent[01] どうして俺が怪しいのだ?	[]	[&]
>>Agent[01] どうして僕が怪しいのさ?	[]	[&]
>>Agent[01] どうして私が怪しいのかな?	[]	[&]
>>Agent[01] ぼくもAgent[01]に投票しようと思ってた！	[>>Agent[99] Agent[99]<さん>、うーん、そのお願いはどうしようかな。]	[]
>>Agent[01] ぼくもAgent[01]に投票するつもりだよ。	[>>Agent[99] Agent[99]<さん>、うーん、そのお願いはどうしようかな。]	[]
>>Agent[01] やっぱりAgent[01]に投票するべきかな？	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] やっぱり投票するならAgent[01]だよね。	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] 君は誰が怪しいと思うの?	[]	[>>Agent[99] Agent[99]<さん>、<僕>は#<さん>が怪しいと思う<よ>。]
>>Agent[01] 君は誰が村人だと思うの?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] 君は誰に投票するの?	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] 気になる店があるんだ。今度行かないか？	[]	[いい<よ>！]
>>Agent[01] 自分はAgent[01]に投票するつもりだが、君は誰に投票する？	[>>Agent[99] Agent[99]<さん>、うーん、そのお願いはどうしようかな。]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] 誰が村人だと思いますかい?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] 誰が村人だと思いますの?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] 誰が村人だと思うの?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] 誰が村人だと思うんだ?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] 誰が村人だと思うんだい?	[>>Agent[99] Agent[99]<さん>、その質問はちょっとわからない<よ>。]	[>>Agent[99] Agent[99]<さん>、<僕>は^<さん>は怪しくないと思う<よ>。]
>>Agent[01] 誰に投票いたしますか?	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] 誰に投票しますかい?	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] 誰に投票するの?	[]	[>>Agent[99] Agent[99]<さん>、いま時点では<僕>は`<さん>に投票しようと思っている<よ>。]
>>Agent[01] 貴方は何故彼を疑っていますか？	[]	[&]
>>Agent[01] 貴方は誰を疑っていますか？	[]	[>>Agent[99] Agent[99]<さん>、<僕>は#<さん>が怪しいと思う<よ>。]
